org_name,org_uuid,long_description,,
Capcium,46cf9d54-ba6f-4adf-8a5f-905fabd70bc8,"Capcium is transforming the cannabis industry.Capcium is here to assure continued satisfaction in their products and services.Capcium provides quality customer service that has always been, and will remain a priority of the business.Capcium is transforming the Cannabis industry by providing high quality and high value cannabis extract softgel encapsulation services to Canadian licensed producers. As part of the process, Capcium is leveraging its decades of softgel encapsulation expertise to bring the best quality and most effective delivery system to its cannabis customers.",,
Cape,1f9c753b-05e3-84f0-860c-26289efb2185,"Cape Aerial Telepresence™ provides the ability to effectively control a flying camera anywhere in the world in real-time. Their platform unlocks the full potential of commercial drones by removing the traditional complexities such as needing an onsite technical expert. By focusing on telepresence, They remove those limitations offering an easy to use, safe, and cost-effective platform that allows for drones to be remotely operated.",,
Capital Source 2000,a5b18223-971d-4f19-b3ce-512b2d4b6a12,"Capital Source 2000 is dedicated to enhancing a business's productivity while providing the best quality of service. It is a growing leader in the alternative finance industry established by banking and factoring industry veterans in 2015. Its company takes great pride in helping small businesses achieve their full potential by providing the working capital they need to grow their business. The company utilizes exclusive working relationships with its partners to serve clients, finding the best clients through rigorous non-algorithmic underwriting.",,
CapitalSage,d970c0b7-36c0-4cfb-9635-a0a5d1a6544c,"CapitalSage is designed for individuals and businesses to access suitable, affordable, and on-time suites of financial products and services.",,
Cappasity,0791c769-8422-6f95-28a3-b0a8d5de35e9,"Cappasity lets companies create & deliver 3D/AR/NFT experiences to blur the line between online and in-store shopping. It is the first scalable and easy-to-adopt solution for complex e-commerce projects that only takes 3 minutes/SKU to create a 3D and embed it into a store. Our clients see higher conversion rates (10-30% increase), higher dwell time in the product page, less returns, and less customer inquiries when their products have interactive 3D images. The platform also provides unique 3D analytics tool based on AI to track customers’ online behavior and ensure the best product presentation online.",,
Cappello's,5847fa8d-bc7b-42ee-b149-723aa3852150,"Cappello’s is a Colorado-based gourmet food company specializing in high-end, gluten-free, grain-free products. Founded in 2011 by friends Stacey Marcellus and Benjamin Frohlichstein, the inspiration for Cappello’s was born of Stacey and Ben’s desire to create a totally unique food company, to be the best at what they do, and to legitimize their penchant for asking strangers to taste their pasta. Cappello’s mission is simple: provide fresh, uniquely delicious options for gourmet food-lovers, healthy eaters, and people with dietary restrictions.",,
CapriCoast,1daf8547-d1a0-bda6-aa60-9f2c466d02a7,"CapriCoast.com is set to revolutionize modular furniture buying in India.Our online 3D catalog offers India's widest range of kitchen models to suit any design inclination and every budget. From internationally inspired designs to kitchens pre-customized for project-specific floor plans, from kitchens that are compact and functional to the spacious and opulent, CapriCoast has them all. Our nifty, easy-to-use online tools allow designs, colors and specifications to be compared and contrasted at the click of a button. Customizing a design to exactly meet your needs and budget is a simple and fun process, and is backed up by our design team that stands ready to provide free phone or on-site consultations to understand and further customize as per your requirements.",,
Capsulaser,22273170-da57-4fc1-b317-240d0d7833e2,"Capsulaser is a laser technology company that creates tear-resistant capsulotomy during cataract surgery. It provides a cost and time-effective solution to create the ideal capsulotomy. The company's laser energy is delivered in a continuous manner rather than a pulsed beam which can create tissue bridges. Capsulaser was founded in 2016 in Livermore, CA.",,
Captain Contrat,683f3011-fbe0-c440-ae0b-18e07032ab1b,"Captain Contrat supports the creators and leaders of TPE and PME in legal proceedings. The platform offers online and personalized formalities and legal documents based on the network of lawyers for an affordable price. For any business creator or entrepreneur, the production of legal documents is a necessary step to create a company, manage business relations, and protect a business against all types of risks. But there was no offer to carry out these procedures and obtain these legal documents simply while benefiting from strong protection and transparent prices. Through Captain Contrat, business creators and VSE and SME managers are accompanied on a daily basis and can benefit, in just a few clicks, from high-quality legal documents, re-read by a specialist lawyer in the sector in question. Captain Contrat was founded on 2013 and is headquartered in Paris, France.",,
Captiv8,a27066f2-cd7b-3528-59c0-741f0b6a1174,"Captiv8 is an internet platform that allows influencers to own, promote and monetize their audience. Captiv8 helps brands and creators connect to impact audiences around the world. And we have the data to back it up.",,
Capture2,6b0bcadb-91e4-4f39-8dc0-8cff97318de0,"At Capture2, they believe the government needs the capabilities of commercial entities of all sizes. They open access to government contracts with market intelligence for every business from the smallest veteran-owned firm to the largest defense industrial base providers. Their key values are relentless customer focus, intelligent application of deep experience in their industry, and a passion to make a difference for you in the government contracting space, whether you are a Federal Contractor, an OEM vendor or a Value Added Reseller.",,
CarPal,bebf414d-acfd-9326-5b19-aa587bfd2c79,"CarPal was one of the pioneering on-demand logistics service based on the sharing economy in Singapore. Through its revolutionary urban logistics & on-demand delivery platform, businesses and consumers could connect real-time with local couriers, who delivered goods or run errands on their behalves anywhere in a city. CarPal opened a new world where local supply chain management and analytics became a breeze and fun to operate. Over the years, CarPal had steadily grown into a popular and reliable last-mile delivery service for consumers and businesses alike, delivering anything from fresh food, flowers, household items to furnitures. Tapping into a pool of over 10,000 freelance drivers with a wide spectrum of vehicles, CarPal maintained a high quality of service through extensive driver onboarding process, driver performance management and unparalleled customer support. In late 2016, CarPal launched “CarPal Fleet” - a cloud-based enterprise technology that allowed businesses to have a transparent overview of last-mile delivery while managing an adaptive hybrid fleet, giving businesses the tool to compete with the likes of Amazon or Uber. The platform provided a fully-customized service, giving businesses a better control of all elements related to last-mile delivery. Some of the key features included order monitoring, live tracking, route optimization, API integrations, data and analytics, etc. The company was acquired by HH VC Investments in 2021 and operations ceased subsequently.",,
Carambola,a838d5e9-f957-a2e8-8c4d-211e460b6322,"Carambola is a unique, publisher focused platform that creates new revenue streams for premium publishers through engaging content. The combination between Carambola's ability to deeply understand publishers'​ pages and our original content library enables us to set a new bar when it comes to user engagement and publisher satisfaction.",,
Carbic,151881f7-88a2-efa3-f315-15c51ad1bbca,"Carbic is a full service technology company that provides software and hardware for oil and gas companies. Their mission is to reduce risks and cut costs by using an expertly architected breakthrough technology. To achieve this, they use a breakthrough system of modular sensor components and server-based software to deliver data-driven results that enable customers to easily monitor all their fluids remotely, collect key data, and maximize the impact of that data.",,
Carbonated,581f922a-0bfb-41c4-8703-cdb125bdb438,"Carbonated's main focus is its upcoming mobile shooter, which uses AI to make the typically hardcore genre more accessible and easier to play with just one hand. It is also developing its own live ops system, Carbyne, which it will use to quickly deliver updates to its game.",,
CardTapp,50343774-8f8d-14c6-282a-4649bacbd194,"CardTapp helps sales professionals close more deals by making it easy for prospects and referrals to interact with their business. Whether they have 1,000 salespeople or five, their team will love sharing their app with prospects and clients FULL of their company's information. Customize the content within the app to meet the needs of their sales team. Think of it as a digital business card that matches with the informational brochure plus calls to action. They'll work with them to create the perfect app for their sales team.",,
Care Labs,3143a99a-cffc-e681-2981-cacfd27f2331,"Care Labs designs, deploys, and manages health insurers and prescribers, healthcare professionals, businesses and communities, payment platforms and services dedicated to health. Care Labs issues: -Chèque Santé®: first prepaid payment voucher reserved for the financing of health prevention benefits and products and a fully dematerialized personal health account. -CarePay®: first mobile online payment solution and point of sale dedicated to the health sector, certified ASIP Santé. -CarePayTP®: payment service with management and aggregation of flows particularly suitable in the context of generalized third-party payment. -1001doctors: web and mobile platform facilitating access to making medical appointments for patients and practitioners. -CareBook®: Smart health book and DMP (shared medical file) compatible, true storage space for consultation histories.",,
CareFamily,72a424cb-42dc-1f3b-3af9-b61040a557ad,"Care Family LLC provides senior care services. It offers medication assessment and senior care assessment services. The company also provides an online matching service that enables families to connect with qualified and bonded caregivers in the Virginia and D.C. areas. Care Family LLC was formerly known as Seniorcorps Technology Partners, LLC. The company was incorporated in 2010 and is based in Virginia Beach, Virginia.",,
CareSkore,c7cd0b0f-e210-7fc5-8adf-13c8aa281ec5,"CareSkore's web and mobile platform helps healthcare organizations better manage patient populations. Using multivariate predictive analysis, CareSkore helps better measure and manage clinical and financial risk on an ongoing basis. The solution helps reduce costs and optimize revenues. CareSkore comes complete with powerful features, robust reporting capabilities, automation, and is easy to use.",,
CareerFoundry,86e027ed-96d1-9b51-2be0-94cc6409ac8b,"CareerFoundry mentors clients on how to become a designer, web developers, data analysts, and digital marketers. CareerFoundry was founded in 2013 and was headquartered in Berlin, Germany.",,
Carl,713cd9ed-354c-fa93-b633-1b966951d053,"Carl allows small and medium-sized companies and their advisors to find an acquirer or investor. Through a managed marketplace-approach, it enables a confidential channel to approach new investors and transact efficiently, easily and expand the reach in M&A processes. On the other hand, it allows investors to substantially increase relevant deal flow and access opportunities, they otherwise would have missed. Furthermore, dedicated software allows for an efficient administration and processing of M&A deals. Carl caters to firms with revenues between $1M to $100M and is based in Berlin, Germany.",,
Carnovo,7a52a609-9430-4163-ad0b-dfc50b100626,"Carnovo is a Barcelona based start-up that is transforming the automotive purchase process by making it fast, transparent and convenient for both, car dealers and buyers. Their mission is simple, to put the car buying process upside down by placing customers in the center making them save time and money while offering them the best buying experience. Car dealers that partner with Carnovo sell more cars than they could in the showroom alone while reducing cost inefficiencies and increasing stock turnover. This means they can make great offers to Carnovo buyers!",,
Carson Life,b9d49b10-1015-3278-0b43-ff0ea9460dea,"Carson Life is a natural health and beauty products company focused on the Hispanic market. Its products include offerings in the hair care, weight loss, skincare, vitamins, and rejuvenation categories. Carson Life has exclusive endorsement deals with well-known celebrities in the Hispanic market. Its products are currently sold online and through over 7,000 stores in retailers such as Walmart, Walgreens,HEB, Target and CVS across the United States and Puerto Rico. Also, its products are sold online through its webshop and e-commerce platforms like Walmart.com, Target.com, LuckyVitamin.com, Walgreens.com, and Amazon. It was founded in 2014 by Sonia Guzman and is based in Miami, Florida.",,
Carspring,840ca522-d525-d63f-af12-b88be46276f6,"Carspring is the simple, stress-free way to buy used cars online, delivered directly to your doorstep. They are Europe's fastest growing online used car dealership. They offer inspected cars, flexible finance, nationwide delivery, 14 day money-back guarantee, 6 months' warranty and 6 months roadside assistance.",,
Carv,0b2e2226-7011-b580-5e9b-4ca4e7cba2f5,"Carv is the first wearable dedicated to skiing that speaks to you as you ski - it’s your digital ski coach. Built in consultation with Olympians, Carv gives you access to the feedback and knowledge that only elite skiers have had access to so far. With an extremely thin smart insert, Carv measures your motion and pressure distribution and relays feedback through your earphones in real-time. Carv connects wirelessly to your smartphone to give simple, actionable feedback to casual skiers and detailed metrics and analysis for advanced and professional skiers. Carv lets you train, compete and challenge people with its detailed metrics and helps you improve your skiing with technique analysis.",,
Casechek,b3bb8c0e-4ddc-4521-9ba0-0a32911ef8eb,"Casechek is a Chicago-based implant supply chain automation company. The Company offers a platform for the management of medical device vendors and their inventory. It was founded in 2013 and is headquartered in Chicago, Illinois.",,
Cashaa,9e88fe0e-d5a8-ed54-dc88-107c33bafd96,"Cashaa is a neo-bank providing services to hundreds of businesses from the crypto industry. We are on a mission to become a first choice ''better than the bank'' for the next generation of business and individuals who are dealing in cryptocurrencies. Our partners include Paysafe Group and many other financial institutions regulated by the FCA, Central Bank of Lithuania, and Colorado Division of Banking.",,
Cashboard,a49e4d74-cca1-251f-ce23-09fbec4774f0,"CASHBOARD is Europe’s first and only curated marketplace for retail investment covering all asset classes and one of the fastest growing online wealth management FinTechs in Germany. While others just sell one product CASHBOARD offers an individually tailored portfolio with access to the complete market range of traditional (Daily Deposits, Stocks, Funds, ETF) AND the rapidly growing segment of alternative investment products (P2P Lending, SME Lending, Real Estate Crowdfunding, Precious Metals, Sustainable Investing etc.). Leading European FinTechs and notable banks already partner with CASHBOARD currently offering more than 6,500 investment products on the open technology platform. Retail clients benefit from the one-stop-shop solution which enables them to manage all their assets in a single account. For them the platform is completely free of charge except for a success-related performance fee. CASHBOARD is recognized as one of the 9 top wealth tech companies in Europe (2017) and one of the market-leading companies in Germany (Aixigo/Springer 2016). The team has received several notable awards including Europe’s highest endowed startup prize – the SevenVentures Pitch Day from NOAH London worth €4m TV media and is backed by top-tier international VC’s including 500 Startups, Earlybird, Digital Space Ventures, Redalpine, ProSiebenSat.1 and more.",,
Cashtree,ee2e8d17-251b-f383-435d-073bf266772b,"Cashtree is an advertising platform on Android for Indonesia market that serves our contents & ads via lockscreen. As an ads channel, we are specializing at facilitating CPI and CPC and CPA campaign.",,
Castle Hill,1b63ee3d-dfcf-1ec1-9bac-6ccc666ca6f4,They are a startup in the entertainment field doing {secret} stuff. We will fill in the description later when it is no longer secret. I really wonder why linkedin requires you to have 260 characters or more in the description. That seems to me to be overly burdensome when you are just trying to get the basics filled in.,,
Castlerock Exploration,b018c915-38b9-f69d-63b4-85fe0b5643b0,"Castlerock Exploration (CRX) is a private exploration and production company primarily, but not exclusively, focused on the South Texas region. CRX seeks to build value through high rate of return projects by leveraging the unique experience of its technical team in conjunction with creative land acquisition. Focusing on opportunities created by recent market trends, CRX is unyielding in its approach to applying innovative solutions to maximize investor value. Above all, we are committed to operating in an ethical manner, respecting the land and individuals that we partner with on a daily basis.",,
Catalina Sea Ranch,877a999f-f9ce-0690-c2cb-f39386f498fe,"Catalina Sea Ranch is a food and beverage company that specializes in the fields of Mediterranean mussels, Purple Hinged Rock Scallop, and Aquaculture. Its mission is to show the world that offshore aquaculture has the potential to provide food security for the future, restore depleted fisheries, and regenerate oceans. The company was founded in 2012 and headquartered in San Pedro, California.",,
Catallaxy,b7b3c725-099d-490e-b679-2e95c2d1b5a1,Catallaxy is operates Japan's easiest-to-understand manufacturing industry media and sheet metal processing media.,,
Causeway Sensors,6078ab61-230c-bab9-ec92-805d1d495639,"The Affinity, is a compact, bench-top Biosensor providing accurate real-time analysis at an accessible price. The Affinity biosensor and accompanying Access Chip incorporate the latest advancements in Nanotechnology, providing the biochemistry researcher the perfect platform to explore the complex world of biomolecular interactions.",,
Cebiotex,6a1e7257-fef4-215c-89ce-3471a01befa3,"Cebiotex offers manufacturing technology and contract research in the field of drug delivery with electrospun nanofiber technology. Cebiotex has developed and characterized, in vitro and in vivo, preclinical nonwoven nanofiber membranes for the controlled release of active agents for the local treatment of unresectable tumors.",,
Ceek Women's Health,c59a3698-9057-4c83-a4e6-6b784fc46f9c,"Ceek Women's Health is a medical device manufacturing company that specializes in the fields of medical devices, medical technology, women's health, and healthcare. Its devices involve a range of obstetrics and gynecology products that enable women to get access to innovative health care products. The company creates innovation in healthcare with products designed for women, by women. Ceek Women's Health was founded by Fahti Khosrowshahi in 2015 and is headquartered in Portland, Oregon.",,
Celential.ai,8e3b4243-0e4e-98f4-11e6-c3e5ee573768,"Celential.ai're an early-stage startup bringing to market AI-driven services to empower people to own their career development and match talented candidates with the best opportunities. Their team has deep expertise in AI & building data/AI-driven products, as well as a stellar track record in recruiting/developing/managing talents.",,
Cell Care Therapeutics,3c034b71-4bc9-195b-6343-02df39aa474a,"Cell Care Therapeutics is a Los Angeles based preclinical stage company developing regenerative immunotherapies. This new class of biologics is derived from the secretions of adult stem cells and is comprised of a complex mixture of naturally therapeutic components including proteins, exosomes, and microRNAs. Cell Care has formed a strong team of internal scientists, world class advisors, and manufacturing experts to advance this technology into the clinic. This team has established scalable manufacturing approaches for production of the secretome product and has made great progress in developing the secretome as a platform technology. The company is currently developing this technology to treat severe inflammatory and degenerative eye diseases that may lead to vision loss.",,
CellPly,1d5a3d29-b225-d682-0451-63942572e587,"Cellply is a life-science company focused on developing next-generation analytical tools enabling a deep characterization of cancer immunotherapies, cell therapies and cell-based biotherapeutics. The company aims to support the development of novel cancer immunotherapies by accelerating R&D, automating the quality control and advancing the ability to monitor the clinical response to these treatments. Through the use of proprietary microfluidic technologies with Co-Culture Array technology, highly-automated analytical instruments and AI-powered image and data analytics, Cellply products define the function of the immune system one cell at a time, combining functional data with other multiplex data and providing unprecedented single-cell analytical solutions.",,
CellScope,00a5d2fb-a3f0-4d7b-a3bb-723870cc0b96,"CellScope is bringing diagnostic imaging to the mobile platform, with optical attachments and clever software. They have recently launched CellScope Oto, which turns a smartphone into a digital otoscope with seamless, secure data transmission. Clinicians use their system to share images and video with patients and colleagues, and track changes over time. For home users, their technology will dramatically improve remote telemedicine diagnosis, adding the critical images and video of the condition. CellScope technology enables virtual visits saving time and money, as well as watchful waiting, avoiding the harm of unnecessary antibiotics.",,
CelluFuel,b5be8d89-83c0-e947-3866-32eb33affe5b,CelluFuel Inc. is focused on pioneering the commercialization of renewable liquid fuels in North America. We are currently working on the commercial deployment of a viable next-generation technology converting woody biomass into renewable diesel fuel.,,
"Centaur Analytics, Inc.",80526274-e1ec-860e-4215-a12900dbfd13,"Centaur Analytics is an industrial data and IoT analytics platform for post-harvest quality monitoring. It uses data science and sensors to monitor and predict product quality and safety for grains, like malting barley, wheat, and other commodities.",,
Centner Academy,1fbbbe87-4ad2-42d2-b9e8-50a830a11be4,"Centner Academy is a school for preschool, elementary, and middle school students. The school curates authentic, fun, and purposeful learning experiences for students which ensures that all students find meaning and joy in their learning. It blends social and emotional learning with problem-solving and critical thinking gives its students the capacity to think about systems, contexts, and their learning from multiple perspectives.",,
Centraleyes,43f29289-13f1-4f93-9251-74fb0b6a0e83,"Centraleyes™, an integrated risk management platform which gathers information from disparate sources, integrates internal and external data and present the organization's risk and compliance via a single pane of glass. The platform consolidates and automates traditional risk management, providing comprehensiveness only dreamed of until now, enabling leaders to responsibly zero in on trouble spots, understand what to do and take action. With Centraleyes, risk and security managers are freed from tedious, repetitive labor to focus on strategic priorities and business success.",,
Centriq Technology,53f972ad-0209-8982-183e-5a6cd8af2111,"Centriq is the platform for the smarter home. It is one place for homeowners to turn for all the important information in the house, easily accessible through their smartphone - bringing user manuals, spare parts (and easy ordering through Amazon), maintenance alerts, how to videos from experts, and so much more, all in a free award-winning easy to use consumer app. Co-founded by two executives from Salesforce who simply thought there should be a better way to manage all of the information in their own homes.",,
Cerebrotech Medical Systems,d1bc2834-430b-aa76-2498-0c095b87bb6f,"Cerebrotech has a novel technology for non-invasive monitoring of patients after stroke or traumatic brain injury. Current technologies for monitoring these patients are either invasive, are only snapshots, or don't tell the neurologist or intensivist what they really need to know about what is happening inside the brain. Cerebrotech has the solution.",,
Cerephex,ab141e33-e4d9-1558-5db7-f4758eaccc38,"Cerephex is a company developing its proprietary RINCE technology for treatment applications involving noninvasive brain stimulation. Cerephex is currently engaged in development activities aimed at gaining FDA approval of its NeuroPoint device for the management of fibromyalgia, a chronic pain condition that involves abnormal central pain processing mechanisms.",,
Certa Dose,5e7d8a25-abe3-3052-946b-2c3b79511e5a,"Certa Dose is a medical device company that offers an intuitive system that uses color confirmation to deliver accurate dosing. Its first product is a U.S. Food and Drug Administration-cleared syringe for use with the administration of epinephrine to pediatric patients. Each syringe is labeled with easy to recognize color zones that match the industry-standard Broselow pediatric color-coding system to help clinicians verify the correct dose during critical, time-sensitive situations. Users match the patient to a zone on the color scale and administer the medication to the corresponding color on the Certa Dose syringe. The patented syringe incorporates the right dose, the right concentration, and the right route of administration of medication dosing, along with a color-matching technology that creates an easy-to-use system focused on saving children’s lives by curbing critical medication errors",,
Certainly,e5f2f9fc-6aaa-4e08-a0b6-71927a351795,"Certainly is on a mission to help businesses build awesome user experiences by creating a digital twin of their best salesperson. We want to fix how companies communicate digitally with people by building a truly interactive experience, based on conversation instead of clicks. Forget about transactions. Your new focus is to build loyal, long-term relationships and create returning customers. The Certainly Conversational AI software connects seamlessly across the platforms you run your business on. Certainly has customers and partners in more than 20+ countries globally, and businesses of all sizes use Certainly's state-of-the-art Conversational AI Platform and no-code Chatbot Builder to create high-quality experiences for their customers across 14+ languages. Sell more. Sell better. Try Certainly for free or schedule a demo and let one of our specialists walk you through the opportunities: https://certainly.io/book-demo",,
CetteFamille,8d0630ab-e05d-4c5f-af82-2a17d595fbda,"CetteFamille is an economical alternative to retirement homes in France. It is a French network of professional and accredited families to welcome the elderly. CetteFamille is a warm, economical and tailor-made alternative to the retirement home. CetteFamille is a site of connection and a company of services to the person allowing seniors to find a trained and selected family close to home. CetteFamille offers seniors and their families an offer of contact and a follow-up service to carry out all the administrative procedures. On www.cettefamille.com, caregivers of seniors can register to meet a family available nearby. The teams at CetteFamille are responsible for contacting them to study the request and ensure a meeting with the family most appropriate to meet his needs.",,
Chalk Digital,beee2370-f8f7-887c-4ad0-6a5978a82515,"CHALK Digital offers PaaS (Platform as a Service) solutions that automate digital advertising and marketing services for global brands with multi-location and geo-dispersed operations, such as franchised businesses and networks. Through our intuitive service platform each implementation is designed and deployed with powerful readymade solutions that enable business owners to easily launch their own personalized and highly targeted campaign in minutes. CHALK combines advanced marketing techniques, including geo-location, IP-location and audience-enrichment, to offer unprecedented access, reach and affordability for local display, video and connected TV advertising.",,
Challenergy,68782d03-09d3-4b12-ae21-a221ef8e589c,"Challenergy is developing new type of wind turbine, Magnus VAWT.",,
Channel Mum,7f38ac01-c63e-a610-a3c3-82e9174f6795,"The video network, which bills itself as the “honest face of parenting” for millennial mothers.The platform is described as ‘YouTube’s friendliest – and most honest – community for mums’ bringing together thousands of parenting videos in one easy to navigate site where vloggers and businesses alike are able to work with Channel Mum to get in front of their target audiences. Siobhan leads a talented media team with parenting experience and created Channel Mum by gathering together a group of established vloggers to share their experiences of motherhood.",,
Charge CCCV,8a0e684d-620b-4d98-8fa6-14df4f5c9abb,"Charge CCCV is an intellectual property company that specializes in Lithium-Ion battery composition and manufacture. Its discoveries have been fruitful in vastly extending battery life, safety, and charge performance, however more important is the Gigafactory offering that allows emerging countries to establish their own robust manufacturing ecosystem.",,
Chariot,99424c45-5a3d-a297-e24d-71882c409616,"Chariot is focused on creating the world's first self-sustainable mass-transit system that relieves congestion while offering a comfortable, personalized commuting experience. The core of their mission is universal access to better transportation. They envision cities where every commuter takes Chariot to work and home — regardless of income or location — which is why they prioritize affordability and flexibility as they expand. When the world runs on smarter routes, lower costs, and better ride experiences, we'll collectively take cars off the road and transform their twice-daily frustration into a part of your day you actually look forward to. Chariot has expanded and they are now operating in Austin, Seattle, New York, Columbus, Chicago, Denver, Detroit, Los Angeles and London, in addition to their first market, San Francisco.",,
"CharlestonPharma,LLC",3b5b9d94-b61a-2b09-9602-b7ae5ee9ee25,"CharlestonPharma is focused on developing innovative therapeutic antibodies and related diagnostic tests for cancer patients and healthcare providers. Laboratory studies provide compelling evidence that inhibition of the cell surface target, nucleolin, selectively kills a variety of cancer cells without dose-limiting toxicity to the normal cells of the body. With an exclusive worldwide license from the Medical University of South Carolina (MUSC) for eight specific antibodies as well as the process to make additional fully-human antibodies to this target and worldwide exclusive licenses to the method of treating cancer with an anti-nucleolin antibody and the method for for the diagnosis and prognosis of malignant disease which includes the detection of nucleolin in the cell surface of a patient’s tumor cells tissue biopsy, they are focused on demonstrating preclinical proof of concept for their anti-nucleolin monoclonal antibodies. Research in their laboratories at the Charleston Innovation Center is designed to identify the most promising antibodies for subsequent in vivo studies that will establish preclinical efficacy and safety.",,
Charmboard,a042ba84-bfd4-794c-8dff-32b159c82acc,"Charmboard is the world’s leading in-video discovery platform that makes use of computer vision and artificial intelligence to make online videos respond to touch by extracting and augmenting deep information about key moments within a video. Charmboard makes use of artificial intelligence to make streaming video respond to touch. While watching a video at Charmboard or at partner OTT platforms, users tap or click (with any pointing device) to interact with a character, location or discover a product without intruding on immersive nature of the content. Every touch on the video content is saved as a visual bookmark, allowing users to make Charmboard their personalised media platform where they curate moments in video that have inspired them Together with its partner OTT platforms it hosts 270 million Charms and has served ~1 billion discoveries this year. The company was founded in 2014 by seasoned technology executives and is supported by an outstanding global advisory board. It raised Series A Capital in July 2017.",,
Chaser,092787b4-dec6-766c-6ce8-5c6afb4bb391,"Chaser helps businesses get their invoices paid on time, automatically. They're solving the twin problems of late payment and the time it has previously taken to chase customers. Chaser is a platform that is reimagining how this chasing is carried out. A business can use their web application to apply rules based automation to chasing their customers via email. They can do so intelligently, powered by the behavioural analytics from their proprietary email handling and logging software.",,
Chat Sports,95c0d0e9-303d-8267-9ed6-1cc1ef1fcd20,"As the first full-service sports media channel on Facebook Live, Chat Sports produces over 20 hours of live, produced video content weekly. With our iPhone and Android apps, Chat Sports is the leading sports media brand on mobile. Complemented by a staff of full-time writers and hundreds of nationwide contributors, Chat Sports produces hundreds of original articles across all major American sports each month. And with its unique curation technology, Chat Sports also delivers millions of fans over 200,000 unique pieces of sports content monthly from 2,000+ sources along with live scores powered by SportRadar. The company now reaches over 100 million sports fans monthly across all platforms.",,
Chata,00b6f85f-673d-1745-b464-2f9a31ef42ad,"Chata provides an in-the-moment decision intelligence solution to enterprises and their users. Through our AI, enterprises can eliminate reporting and analytical learning curves for users, and get fast, painless implementation and adoption. When every user has direct access to detailed information from their data warehouse there is less demand on the IT & data analyst teams and more data-driven decision-making across the entire organization. Learn more at www.chata.ai.",,
Chatdesk,f2d9cb3f-bc56-46af-8c73-7de42a27375c,"Supercharge your support team and transform customer service into sales. US based agents and machine learning combine to solve your ticket backlog and turn social, email and chat into 15% more conversions. Launch on your Zendesk, Gorgias, Facebook, Instagram and TikTok in one click - no training or dev work needed.",,
Chatterbug,99ed0e79-6cc5-3b66-2af6-b6cf32ae52e1,"Chatterbug is building a new way to help you master language skills through adaptive courses that respond to the way you learn, and one-on-one video sessions with native speakers from around the world. To learn how to speak a language quickly, you need to get some vocabulary and grammar into your brain. With Chatterbug, you have access to a cutting-edge memorization system based on the effective Spaced Repetition learning method. You can easily learn hundreds of words and grammatical points in a matter of weeks. The only way to actually learn how to speak a language is to have regular conversations with a person. Chatterbug makes this easy and fun with their Live Lesson classroom, an interactive and fully automated virtual classroom that you can join from your browser. Chat, type and click through their integrated curriculum, tailored to your learning needs each and every day. Since both your Live Lessons and self-study are done entirely in their system, they can have their intelligent robot bears constantly make sure that your progress in one area is reinforced in the other. You can also see all of your progress at any time, down to the individual vocabulary words you know and how well you know them. The ultimate tool for the busy professional: self-study and one-on-one video Lessons are available 24 / 7. Students can learn anytime, anywhere. Track the learning progress of all your employees at any time from your organization's dashboard.",,
Chazki,c73f1f45-45c7-bf47-843e-cfd107fa74b1,"Chazki is a technology startup that specializes in developing web and mobile platform designed to improve urban logistics and package delivery experience for e-commerce, companies, and people. The company's urban delivery platform permits distribution and dispatch of packages and real-time order tracking, enabling users to receive faster delivery and an enhanced experience. The company is headquartered in Lima, Peru.",,
CheckYeti.com,f578f75a-b91a-3bf8-49c2-dd4c992c02da,"CheckYeti is the largest online platform to book activities in 1000+ mountain and beach destinations across Europe - including skiing & snowboarding, rafting & canyoning, mountain biking, paragliding & ballooning, diving & surfing, jet skiing, boat trips and many more. With 12 000+ offers in 16 countries, CheckYeti enables holidaymakers and outdoor enthusiasts to experience summer and winter activities with their ideal guide.",,
Checkfront,bac8d59e-ccd7-4623-c28b-9b4a0b5a729f,"With over 45000 customers in 120 countries, Checkfront is an [online booking system](http://www.checkfront.com) that allows businesses to manage their inventories, centralize reservations, and process payments. Built on the _Saas_ model, Checkfront is a fully managed solution. It includes automated updates, backups, and industry-leading security on a high speed, high availability network.",,
Checkmyguest,11c6b395-bd90-43a2-9f7f-96b2d86661ee,They use their expertise and experience to bring small details to your home that will appeal to your future guests. The photos of your accommodation are made by professional photographers. checkmyguest is a start-up specialized in the rental management of apartments dedicated to short-term rentals.,,
